"Bangalore,India",2013-11-19 17:10:21,RT @TheLifeDiaries: The past belongs to the past.,,-0.25,0,0,0
"Bangalore,India",2012-10-27 15:14:00,Staying up late. Getting up early. And doing it all over again.,,-0.09999999999999999,0,0,0
"Bangalore,India",2012-10-27 15:11:40,"If you can make me smile so easily, I'll remember you forever.",,-0.1,0,0,0
"Bangalore,India",2012-09-09 14:56:17,"I'm not fully useless, I can be used as bad examples.",,-0.5999999999999999,0,1,0
"Bangalore,India",2012-09-07 14:34:07,I can't stay mad at you for anything.,,-0.625,0,0,0
"Bangalore,India",2012-09-07 14:33:38,"To me, drink responsibly means don't fucking spill it.",,-0.19999999999999998,0,0,0
"Bangalore,India",2012-08-25 16:57:30,"It's my life. I'll live it, I'll love it, and I won't care what you think of it.",,-0.09090909090909091,1,0,0
"Bangalore,India",2012-08-25 16:57:14,Who else thinks that there are secret cameras in their house? How else do parents find out shit? -__-,,-0.30000000000000004,0,0,0
"Bangalore,India",2012-08-23 15:06:10,"My heart was taken by you, broken by you, and now it is in pieces... because of you.",,-0.4,0,0,1
"Bangalore,India",2012-08-22 15:03:26,People ask me why its so hard to trust people. I ask them why is it so hard to keep a promise.,,-0.2916666666666667,0,0,0
"Bangalore,India",2012-08-20 14:59:38,I know you so much that I can tell when you’re mad at me through text,,-0.2125,0,0,0
"Bangalore,India",2012-08-20 14:21:19,It's crazy because I don't even know when you became so important to me.,,-0.09999999999999998,0,0,0
"Bangalore,India",2012-08-20 13:28:12,There comes a time in life when you have to let go of all the pointless drama and the people who create it.,,-0.25,0,0,0
"Bangalore,India",2012-08-20 13:27:50,I don't hate you because you left. I hate you because you pretended that you wouldn't.,,-0.5333333333333333,1,0,0
"Bangalore,India",2012-08-11 13:50:03,I respect whoever allowed women into the military. Girl on period + gun = Unstoppable.,,-0.1,0,0,0
"Bangalore,India",2012-08-09 14:44:20,Afraid of dying alone? Become a bus driver.,,-0.6,1,0,0
"Bangalore,India",2012-08-09 14:42:47,Are you single single or internet single?,,-0.07142857142857142,0,0,0
"Bangalore,India",2012-08-09 14:41:38,That awkward moment when a family member asks if you have a boyfriend/girlfriend.,,-0.6,1,0,0
"Bangalore,India",2012-08-09 14:41:14,"Seeing a car inside a mall and wondering ""How the fuck this car get in here?""",,-0.4,0,0,0
"Bangalore,India",2012-08-07 14:02:10,"If I'm weird and crazy around you, that means I'm comfortable with you.",,-0.23333333333333336,0,0,0
"Bangalore,India",2012-08-07 13:57:45,"Starting to give a fuck, aaand its gone.",,-0.2,0,0,0
